alcohol,volatile acidity,sulphates,citric acid,density,chlorides,total sulfur dioxide,residual sugar_log,total sulfur dioxide_log,chlorides_log,FA_to_VA_ratio,citric_over_total_acid,alcohol_acid_interaction,alcohol_density_ratio,sulphate_citric_interaction,total_acidity,ph_acidity_balance
1.9698798174590257,1.803860311144443,-1.5781699387990995,1.3510495633865227,-1.404543655926831,-2.5458836440714574,-0.01592661685476756,0.3282782856715347,0.13036077835568,-2.588353925259448,-1.3002174352775169,1.4918782705088347,-0.8743380540927261,1.9701464572214449,-0.1853581211818461,-0.034948276711846915,-0.21594185714693823
-0.3252061789108227,-0.4146665791082593,1.8543760336323394,-0.0026044328932750627,-0.19124697128608387,0.4906203157266358,0.5545503928979196,-0.2623408272713978,0.6400610010521738,0.5386334452652105,0.10613499779840166,0.02131893899179539,0.015487170414091622,-0.316602055642738,1.0369820300943784,-0.08103519524513166,-0.3548483464378998
-1.0629123920297012,-0.9692983016714347,0.9266609059481667,-0.5827418598703313,1.4074498367111694,1.53170738765741,0.269311888021576,1.1272454040653126,0.3954844380192065,1.3246228858805913,1.0977331856826147,-0.7079629835664617,0.4583439342345511,-1.0736595588999005,-0.044622967930120494,0.2530949641211825,-0.33222540102637727
-0.3252061789108227,0.02903879894228149,-1.1143123749570132,-0.6794314310331742,0.6509236686410436,-0.29019498822144535,0.03161313395795637,0.8597443028186184,0.17612296189152724,-0.18954169161124898,-0.42475429007627763,-0.5801359768578854,-0.4015490237279979,-0.33603845712908925,-1.0424193915462883,-0.46125227314473055,-0.14394152556239512
1.1502062473269372,0.9164495550433619,-1.485398426030682,0.4808434229209384,-1.5044622064266793,-1.0710102921695264,-1.1568806363601418,-0.2623408272713978,-1.2316249248984419,-1.1041244592143058,-1.046183466153937,0.8008710564277287,-0.6141547796451902,1.1662482160833738,-0.5806815853720869,-0.5764695694779419,-1.0008858620371572
-0.3252061789108227,-2.189488091310421,-0.46491178557809215,1.5444287057122081,0.25838650596315355,0.577377571720867,0.24554201261521405,-1.2615087562840905,0.37422149305647134,0.6111230874510375,6.501438459838755,1.4625599571195278,5.853941759530686,-0.3269905953381293,0.8456454734263018,0.3798339900877158,1.2645373843315801
-0.40717353592403127,-0.7474456126461646,0.09171729103241152,0.19077470943241,0.05141236564207349,-0.029923220238752032,1.4102659075269504,0.37802730506175736,1.2772496347645668,0.0699531769801072,0.3777515954498133,0.3941691086857836,0.3998140496302949,-0.40254443328151224,0.20364016758135065,-0.4382088138780887,-0.3438577665748552
-0.3252061789108227,2.580344722732889,-0.001054221736005843,1.2543599922236803,1.0077756347118563,0.23034854774394187,1.1250274026506069,-1.1793069189638352,1.0788051544662989,0.3119402649770985,-1.042792820199771,0.20007410328884281,-1.5300023912198255,-0.34424645392745507,1.0006122713888768,2.684179916751952,2.315942783492625
0.33053267719484863,1.2492285885812675,-0.46491178557809215,-0.2926731463818035,0.18701611274895932,-0.5504667562041392,-0.15854586929293935,0.2761927924020081,-0.011045032048426011,-0.46927668735086014,-0.7846944510992856,-0.6693826345368951,-0.9664038787301449,0.31707175035673935,-0.4763161908258634,1.0941812273536289,1.8557824470369735
-0.16127146488440414,-1.4130036797219752,-0.37214027280967477,2.3179452750149507,0.36544209578438547,0.23034854774394187,-0.1823157446993013,-1.031191601614447,-0.03524082396888361,0.3119402649770985,3.2519559661206285,1.2071814496413642,1.8586182816090717,-0.16893711769885714,1.492394660841537,2.3961366759189224,2.013100163178803
-0.16127146488440414,-0.5255929236208943,-0.5576832983465095,-1.3562584291730733,-0.6016267322675125,0.05683403575547927,0.5545503928979196,-0.6779572458674805,0.6400610010521738,0.1524422178765131,-0.3522887837968456,-0.9461664949507413,0.20214030243699554,-0.14613587293945798,-1.2717070007766282,-1.7516859920767014,-1.9441503732026957
-0.735042963976867,-1.4130036797219752,-0.9287693494201784,-0.2926731463818035,0.15133091614188202,0.577377571720867,-0.2536253709183872,0.2973213778796623,-0.10896095216611,0.6111230874510375,1.869174289496771,-0.24033675312556757,1.5380724712950213,-0.7260693626881185,-0.7135102693400082,-0.2192959508449859,0.36836389783470713
-0.3252061789108227,2.580344722732889,0.9266609059481667,1.1576704210608375,2.0069611397101,0.750892083709329,1.1725671534633306,0.8342439337995095,1.1127574750934288,0.7518515263711428,-1.042792820199771,0.12431037357915631,-1.5300023912198255,-0.36714145953306976,1.6347111079500232,2.6726581871186292,2.69531834679436
0.16659796316843153,-0.8583719571587995,-1.2998554004938478,0.38415385175809563,0.5046143625520028,0.14359129174971055,-0.1823157446993013,1.1851307390420138,-0.03524082396888361,0.2330774146353509,0.4345437446751472,0.7300703460626313,0.8054025153583395,0.14871205211313693,-0.5158485372448876,-0.6571216769111905,-0.7010115005184657
0.8496592716118114,0.8055232105307267,0.8338893931797494,-0.3893627175446463,-0.9192249820705559,-0.8107385241868326,0.31685163883429995,-0.2623408272713978,0.437585533678028,-0.7726783407028834,-1.113676780191174,0.0410316838590804,-0.6206967375124808,0.8548670098789186,0.09611218532160512,-1.1525560511440018,-0.8654690824107408
1.7239777464193986,1.2492285885812675,-0.0938257345044232,0.38415385175809563,-0.9905953752847105,-0.029923220238752032,-0.5864036266074547,-1.4468080202105298,-0.477758774168862,0.0699531769801072,-0.8910627087577302,0.10874375674111647,-0.6669917286588805,1.7161640294158653,0.24475380785713557,0.7139641494540279,1.440707554983009
